#lammps description

6400 atoms
0 bonds
0 angles
0 dihedrals
0 impropers

2 atom types
0 bond types
0 angle types
0 dihedral types
0 improper types

-1.341540000000000e+00	9.134150000000000e+01	xlo xhi
-1.341540000000000e+00	9.134150000000000e+01	ylo yhi
Masses

1	1.43675504024
2	0.523598775598

Atoms

1	1	5.930211897614682e+01	2.293773286004972e+01	0.0
2	2	2.492856214232701e+01	6.341764569803736e+01	0.0
3	1	7.657278060859404e+01	2.301357199327260e+01	0.0
4	2	5.836963633707065e+01	4.112998879907536e+01	0.0
5	1	7.412606162335096e+01	7.765444488773923e+01	0.0
6	2	2.193902611105407e+01	8.844147732765200e+01	0.0
7	1	5.881272067017369e-01	8.417198796410238e+00	0.0
8	2	1.483637236242900e+01	-4.155984800123582e-01	0.0
9	1	7.814403665952950e+01	3.835611714046028e+01	0.0
10	2	6.376674386259660e+01	8.477968634668308e+01	0.0
11	1	8.722556899148999e+01	5.322905663041165e+01	0.0
12	2	6.993260350624227e+01	5.432258832755902e+01	0.0
13	1	7.992379654596122e+01	7.888464228931760e+01	0.0
14	2	4.076492536120548e+01	6.744031532372743e+01	0.0
15	1	9.065110790972363e+01	6.329114909271291e+01	0.0
16	2	5.358660352410390e+01	5.660831244371942e+01	0.0
17	1	2.523062621920488e+01	2.636716488454751e+01	0.0
18	2	3.473073913794380e+01	1.536912217724099e+01	0.0
19	1	1.254636379567779e+01	9.076509111571680e+00	0.0
20	2	5.594847304916838e+01	9.229890436286244e+00	0.0
21	1	2.256532199021316e+01	7.751114939235393e+01	0.0
22	2	4.228178096527233e+01	7.954878365408861e+01	0.0
23	1	8.368746154791293e+01	8.168476432809312e+01	0.0
24	2	3.688445944412975e+01	2.060602894714363e+01	0.0
25	1	8.095401277016850e+01	-6.659229159398757e-01	0.0
26	2	2.156501665136173e+01	7.920585430787639e+01	0.0
27	1	4.032335024461747e+01	1.071384643483873e+01	0.0
28	2	6.457247227152925e+01	2.540854286610437e+01	0.0
29	1	7.755406131845405e+01	2.317149986740671e+01	0.0
30	2	1.022943399803825e+01	4.476188512083426e+01	0.0
31	1	1.975737877294654e+01	7.049260833285631e+01	0.0
32	2	6.454382640984728e+01	4.309868146091083e+01	0.0
33	1	5.485901566809696e+01	3.706697190293198e+01	0.0
34	2	5.681009974581422e+01	3.209165819960967e+01	0.0
35	1	7.067716627495022e+01	6.579247661469148e+01	0.0
36	2	8.855601189107900e+01	9.101060348324710e+01	0.0
37	1	8.631574684949878e+01	5.956039108098583e+01	0.0
38	2	7.337099616910950e+01	2.311118644453814e+01	0.0
39	1	8.938390006486270e+01	2.485026593084010e+01	0.0
40	2	4.993158339756101e+01	7.726810767250925e+01	0.0
41	1	4.859944793019091e+01	3.086142919234418e+01	0.0
42	2	4.607738664224320e+01	5.956089982110582e+01	0.0
43	1	6.003395327640710e+01	9.151129036455131e+00	0.0
44	2	6.482979382189266e+01	1.137110716962540e+01	0.0
45	1	7.164469383050941e+01	5.726563587888891e+01	0.0
46	2	4.803452399983055e+01	3.839050063309877e+01	0.0
47	1	4.694247527554206e+01	3.886425883459015e+01	0.0
48	2	3.652399346643708e+01	4.895994709925338e+01	0.0
49	1	1.991893748290213e+01	2.939747834031558e+00	0.0
50	2	7.382965865460532e+01	8.429220566126993e+01	0.0
51	1	7.016450879435480e+01	2.047546832479603e+01	0.0
52	2	6.489767948203156e+01	2.421883131411575e+00	0.0
53	1	8.347867072795036e+01	3.921489606189716e+01	0.0
54	2	3.402194553875635e+01	7.947252353664643e+01	0.0
55	1	5.193150428973293e+00	3.324426157320662e+01	0.0
56	2	7.539915738881849e+00	8.404455454646036e+01	0.0
57	1	1.902569440999324e+01	4.068607916148922e+01	0.0
58	2	3.925614565081242e+01	4.200056695580402e+01	0.0
59	1	6.632311226867484e-01	1.938137424148911e+01	0.0
60	2	8.550500512184141e+01	4.339839380197010e+01	0.0
61	1	1.600909125594035e+01	-1.888178329650108e-01	0.0
62	2	2.738001387242532e+01	6.471726641090369e+01	0.0
63	1	8.900629390144188e+01	6.038756231642761e+01	0.0
64	2	3.179686865028066e+01	8.114993252705419e+01	0.0
65	1	6.949154345620751e+01	8.588843454692351e+01	0.0
66	2	3.534683586358295e+01	4.006306776297046e+01	0.0
67	1	1.933051302387018e+01	6.885130954262524e+01	0.0
68	2	6.502081158188436e+00	6.316387436290420e+01	0.0
69	1	8.567349298941690e+01	5.573127713100153e+01	0.0
70	2	8.704692423166345e+01	8.663404477136527e+01	0.0
71	1	2.087196006511042e+00	9.088537878673742e+01	0.0
72	2	7.170122548847763e+01	3.366631494873871e+01	0.0
73	1	4.061332045562848e+01	7.792874668804033e+01	0.0
74	2	7.776570227448103e+01	8.889980178386871e+01	0.0
75	1	1.364126941326233e+01	5.248086346383467e+01	0.0
76	2	7.394405719804281e+00	5.663419153391405e+01	0.0
77	1	2.883611111866398e+01	4.848402117251129e+01	0.0
78	2	5.719500838210929e+01	6.573063901719550e+01	0.0
79	1	4.334018288577919e+01	5.327050869993514e+01	0.0
80	2	5.544764936042824e+01	1.672399027380594e+01	0.0
81	1	3.088467067680889e+01	7.796981681531571e+01	0.0
82	2	7.407041850242852e+01	5.978756255305879e+01	0.0
83	1	3.913095597290014e+01	7.099635335778683e+01	0.0
